,Review_Date,Author,Rating,Review_Title,Review,Review_Url
10,17 November 2002,chicamanticore,," I absolutely LOVED this movie
","This movie is way better than the first one, which everyone is saying because--let's face it--it's true. The three leads have grown into their characters, and their acting is loads better. I kept thinking during the first one, ""Aw, look at these cute little kids playing Harry, Ron and Hermione."" Now they ARE Harry, Ron and Hermione, though they still won't get any Oscar nods. All the new characters were absolutely wonderful. I was not disappointed at all with a single one, even Dobby. Now, I know a lot of people compare him to another CGI character, but he's not like that at all. I loved Dobby, even though when I saw him the trailers I thought I was going to hate him. Jason Isaacs as Malfoy was an absolute slime ball, and just so deliciously evil. Not bad looking, either, especially with his luscious long blonde hair. Bonnie Wright returned as Ginny Weasley, who had a much more important part and did an excellent job, I was very impressed. I'm tempted to go on about the lovely Christian Coulson as Tom Riddle, and Kenneth Branaugh, who embodies Gilderoy Lockhart on the screen, but this review has a word limit. Even if you are not a massive Harry Potter fan, you will find this movie very enjoyable. It's scary (spiders, snakes, and willows, oh my!) and incredibly funny, thanks to Rupert Grint (Ron Weasley) and of course Kenneth Branaugh, the incredibly pompous new Defense Against the Dark Arts teacher. Back to the subject of the three leads, Daniel Radcliffe (Harry), Rupert Grint (Ron), and Emma Watson (Hermione). They have grown quite a bit since the last film, though it's not a bad thing-Harry and his friends are supposed to grow too. Girls are starting to notice how good-looking Harry has become, and Ron, who is still adorable, and Hermione is becoming very pretty. I was pleased to see that her appearance was more like it was described in the books-she even had big teeth. Ron is finally taller than the other two like he's supposed to be, but that's most likely due to Rupert being older. I only had one disappointment as a major Potter fan-Sean Biggerstaff. While I believe he is absolutely dreamy and am in love with him, he just didn't come across as the mad, maniacal Wood we've grown to love. A consolation for some of the die-hard fans who might find the movie a little fast when they first see it-see it twice. The second time is so much more enjoyable, I can't tell you why, but you'll love it. I'd recommend this movie to anyone, from the scary gothic kid who sits next to me in fourth period to my work-a-holic father, it's great. I can't wait to see it again with my mother, who was away this weekend. I've already seen it twice, and it's only been out for three days. I can guarantee that you'll enjoy it, even if you didn't like the first one-which I personally find odd, but slightly understandable. Slightly. Go see Chamber of Secrets!",/review/rw0832583/?ref_=tt_urv
11,9 November 2002,Cheese-18,8," I want more!!!
","Chris Columbus said he wanted to make a 2,5 hour movie that feels like 30 Minutes. Well, in my case he surely succeeded! I saw the movie as a member of the press and couldn't get enough of it. I would have gladly sat in the cinema for another two or three hours with a biiiig smile on my face.",/review/rw0832434/?ref_=tt_urv
12,15 January 2021,callie_af,9," A lot of fun
","I love how close to the book the film actually is, and the sense of magic and wonder. It's a great children's fairytale.",/review/rw6480080/?ref_=tt_urv
13,3 August 2016,Leofwine_draca,8," Fantastically old-fashioned magical adventure
","A superior sequel and a bonafide winner, this epic children's movie builds on last year's successful formula to offer a film that is even more satisfying than before. Boasting a bigger cast – by retaining the same principal characters and introducing a handful of new ones – better special effects and an intriguing storyline with just the right combination of humour, death, mystery and puzzles, HARRY POTTER AND THE CHAMBER OF SECRETS is a delight to watch. Sure, there are problems too numerous to mention. The plot holes and events occurring which are inexplicable to those who haven't read the books are too numerous to mention. Still, at the end of the day, the primary market for this book is the child audience and almost every child should be enchanted by this film. After all, it's a make-believe fantasy in which good always triumphs over evil and the virtues of friendship, kindness, and nobility are promoted over all else, so what is there to complain about? ",/review/rw3517772/?ref_=tt_urv
14,2 December 2020,kluseba,10," Nightmarish intrigues at the magical dream school
",Harry Potter and the Chamber of Secrets isn't only the best novel of the franchise but also the best movie along with the first entry Harry Potter and the Philospher's Stone. The story revolves around a mysterious dangerous presence at Hogwarts that paralyzes innocent witnesses and attempts to open a legendary room that hides a terrifying secret.,/review/rw6331025/?ref_=tt_urv
15,17 November 2002,tedg,," Shakespearian Architecture
",Spoilers herein.,/review/rw0832501/?ref_=tt_urv
16,8 November 2002,Aberlass,8," The Chamber of Secrets has been opened at long last!!!!
","Lessons learned since the 1st film! Clearly this film was edited at script stage rather than the cutting room floor stage!! This story reads as film narrative, rather than a book illustration, which was the big mistake of the 1st film. Anyone can watch this film and follow it without knowing the book. The 1st hour is pure laugh out loud fun (the adults in my Cinema audience were shouting with laughter!). The last hour is scary, wand dropping tension.",/review/rw0832433/?ref_=tt_urv
17,24 June 2003,Niv-1,9," Zooms Along
",Harry Potter and The Chamber of Secrets is the type of movie that will be around forever. So far the two Harry Potter movies have been excellent movies in which spirit of the books by JK Rowling has been captured and expanded upon. ,/review/rw0832987/?ref_=tt_urv
18,2 December 2002,preppy-3,8," Very good but exhausting
",Who would have thought it?  Director Chris Columbus has actually made a very good film!,/review/rw0832764/?ref_=tt_urv
19,24 November 2022,gavin-thelordofthefu-48-460297,9," A superb contination with improved child acting and special effects, Chamber of Secrets is a mystery worth exploring
","(I would like to dedicate this review to the late actors Robbie Coltrane and Leslie Phillips who played Hagrid and the Sorting Hat. Those gentlemen were very talented by bringing so much timeless magic to their roles and will never be forgotten. After all, there's no Hogwarts without them. R. I. P.)",/review/rw8692451/?ref_=tt_urv
20,1 July 2007,Smells_Like_Cheese,8," Harry Potter and the Chamber of Secrets
","OK, I just finished The Chamber of Secrets, whoo! That was a long movie! But I can understand, these are long books, these movies have a lot to fit into. But I have to say that actually I think I enjoyed Chamber of Secrets a little more than The Sorcerer's Stone. It had more humor and a lot more chilling action sequences. The Chamber of Secrets is a great continue of the sequels to come I'm sure. I loved the new characters, Professor Gilderoy Lockhart was my favorite, but I'm a huge fan of Kenneth's, so I think I just am a soft touch for him.",/review/rw1684613/?ref_=tt_urv
21,15 July 2007,Quinoa1984,5," has its moments, but by far the least memorable of the films so far
","Maybe it was keeping on Chris Columbus as director- he helmed the first Harry Potter and did an OK, if not that terrific, job at it- or in making it about as long as possible (whether or not everything in the book, as someone who's seen the films but not read the books, I can't say, though it feels like they crammed it all), or in making it a wee bit too corny, but Chamber of Secrets is a bulky kids movie. It has an appeal for the whole family, as does the first one, and it has some charm and excitement in its Quiddich battle scenes, but it isn't really always the sort of material that might stay with you long after it's over (unless, of course, you're a hardcore fan). It works at best in the form of the atypical sequel: same characters that like Potter just as much- his closest friends Ron and Hermonie- and those that don't like Snape and Malfoy. ",/review/rw1694315/?ref_=tt_urv
22,8 October 2010,evanston_dad,7," More Uninspired Magic from Chris Columbus
","""Harry Potter and the Chamber of Secrets"" is more of the same from Chris Columbus, the man who brought the first Harry Potter book to film: dutifully committed to pleasing fans of the book resulting in completely uninspired filmmaking.",/review/rw2321439/?ref_=tt_urv
23,22 April 2012,classicsoncall,9," ""It is not our abilities that show what we truly are. It is our choices.""
","'Chamber of Secrets' builds on the intrigue and excitement of the first film in the Harry Potter series - 'The Sorceror's Stone'. It's cool to see the main characters grow and develop in their roles, now in their second year at the Hogwarts School. If anything, this film has even more action and adventure than the first, though for youngsters it might require a bit of caution. There are some unusually harsh and brutal scenes here, like that aggressive tree the boys land in with the magical Weasley car, and the monstrous basilisk that Harry battles near the finale. At nearly three hours, the film doesn't seem to have many slow spots, although the repeat of a quidditch match from the first picture seemed unnecessary for me.",/review/rw2600384/?ref_=tt_urv
24,10 November 2002,swright-3,10," The story starts here!
",Harry Potter and the Chamber of Secrets is a huge step on from the first film.  In the Philosophers stone we were introduced to the the world of Harry Potter and given a taster of what lies ahead.  ,/review/rw0832422/?ref_=tt_urv
25,29 March 2009,hitchcockthelegend,9," Snakes, Spiders and Moaning Myrtle.
","Year two at Hogwarts for Harry Potter and his chums. When some pupils start to turn up in a petrified state, suspicion starts to fall on Harry himself, but along with his pals Hermione and Ron, he hopes to uncover the mystery of The Chamber Of Secrets.",/review/rw2044578/?ref_=tt_urv
26,17 June 2019,HotToastyRag,8," Another year and more wizarding adventures
","Since the world has already been introduced to the wonderful wizarding world of Harry Potter and Hogwarts, and since all the major characters have all been introduced, what else is there to do to make the other movies special? In the second installment, Daniel Radcliffe, Emma Watson, Rupert Grint, and Tom Felton all return to their magical school for another year. Somehow, even though they were all placed in a great deal of danger the previous school year, no one expects anything bad might happen. Bad things do happen, and even though the school is host to a staff of enormously competent and powerful wizards and witches, the little children find it's up to them to save the day! It's quite an accomplishment for the three heroes, since there's an army of giant spiders living in the forest, a mysterious villain lurking in the halls who literally petrifies its victims, and a magical diary with its own hidden agenda. Get ready to cut young Harry Potter some slack and keep in mind that he's only twelve years old and liable to make some pretty big mistakes; if you found a talking diary, would you confide in it?",/review/rw4941645/?ref_=tt_urv
27,10 November 2002,cp74,," A great sequel!
","If you liked the first one then you're going to love this!  There's a darker atmosphere this time around and more characters are introduced including Gilderoy Lockhart (hilariously played by Kenneth Branagh), Draco Malfoy's father, Lucius (a great performance by Jason Isaacs, exactly how I imagined the character from the books!), Ron's father, Arthur, and the mysterious Dobby the house elf (fortunately he isn't anywhere near as annoying as other CG characters in other movies, but I won't name any names... *cough*JarJarBinks*cough*)",/review/rw0832443/?ref_=tt_urv
28,14 November 2018,ElMaruecan82,8," Makes the first one feel like an appetizer...
","""Harry Potter and the Sorcerer's Stone"" was an already satisfying meal but ""The Chamber of Secrets"" make its feel like an appetizer... and what an appetizing premise its title carries.",/review/rw4458954/?ref_=tt_urv
29,4 March 2017,zkonedog,7," Slowly But Surely The Details Unravel
","The first Harry Potter film, ""Sorcerer's Stone"", set the groundwork for the wizarding universe and the Potter characters. This second film, ""Chamber of Secrets"", slowly continues to unravel the narrative (with a lot of hi-jinx thrown in as well).",/review/rw3654060/?ref_=tt_urv
30,14 February 2006,BreanneB,10," Excellent Movie!
","This second installment of Harry Potter is also excellent. It has all the exact same great things as the first. Kudos to the cast, crew, and filmmakers. Two Thumbs Way Up! I give it 10 out of 10 golden stars.",/review/rw1291668/?ref_=tt_urv
31,5 January 2015,Horst_In_Translation,6," A slight decrease in quality
","This film is the second entry in the hyper-successful Harry Potter franchise. In terms of box office, it became number 4 of the year 12 years ago. Like the first, it was directed by Chris Columbus (""Mrs. Doubtfire"", ""The Goonies"", ""Home Alone""), who did not return for film number 3, and written by Steve Kloves based on a Rowling novel. Kloves kept writing for all the films that followed afterward. Just like for Columbus, this was also the last performance for Richard Harris. The actor who portrayed Albus Dumbledore died not much later. ""The Chamber of Secrets"" included some creative inclusions of new characters and story lines, but it also fell flat on developing on some of the parts from the first film. Very early on we are introduced to Gobby, an interesting character and the Potter equivalent to Gollum from ""Lord of the Rings"". You could almost say that this film has a message against racism with the victims here being Mudbloods. Fittingly, Malfoy's dad who is also new in the movie has an equally Arian look as his son. The Slytherin house is the one who is against letting Mudbloods (children with magic abilities from non-magic parents) into Hogwarts. At the one scene with the new Defence against the Dark Arts teacher (Kenneth Branagh, one of the more forgettable) and Snape I was wondering why they would support the Potter-Malfoy rivalry by letting them fight against each other. I don't expect good teachers to do that. This film is maybe the one that tells us most about the Malfoy dynasty, also about Hagrid and about the history of the different houses, well actually mostly about Slytherin. Too bad the other houses except that and Gryffindor are rarely mentioned. I bet they have some nice stories too.",/review/rw3155994/?ref_=tt_urv
32,1 September 2003,bob the moo,," Enjoyable with decent (if over indulgent) plot
","Trapped at his home by his foster family, Harry is visited by a house elf and warned not to return to Hogwarts as it holds great danger for him. However this only serves to make him want to go all the more, despite the fact that many barriers seem to spring up in his path.  When he arrives there he finds much changed, not least a new teacher in the shape of Professor Lockhart.  The danger arrives when someone opens the mythical (and hidden) chamber of secrets and releases a beast that aims to kill all the mixed blood wizards.  Himself a suspect, Harry must race to find not only the beast, but also the one who released it, before it kills again.",/review/rw0833010/?ref_=tt_urv
33,26 January 2014,grantss,6," OK, but not great
","The first Harry Potter was interesting, and good fun. Much of this was due to the novelty of it all. The first Harry Potter introduced us to the characters and concepts of the series.",/review/rw2949704/?ref_=tt_urv
34,1 December 2006,CuriosityKilledShawn,4," Quite boring!
","One might imagine that because Chris Columbus pulled off a faithful, yet exciting, movie adaptation of the first Harry Potter adventure that he would be able to it a second time. I'm sorry to report that he definitely has not.",/review/rw1534453/?ref_=tt_urv
35,8 November 2002,aussie-21,8," Not the target of this movie...but still enjoyable.
","Not being a fan of the Harry Potter Movies, I toddled along to the first showing of this movie at my local UGC Cinema and sat down and thirly enjoyed this movie, but not in the way that I would enjoy something like the Lord of The Rings or Spider-Man. Of course Harry Potter's target audience is of a younger age so I can see how I might not have enjoyed it as much as a slightly younger audience, but to say the least it is a lot better than some of the crap that is fizzled out these days. ",/review/rw0832432/?ref_=tt_urv
36,25 May 2003,macenblu,9," A very good film...stop hating...
",SPOILERS!!!,/review/rw0832975/?ref_=tt_urv
37,2 April 2006,cosmic_quest,5," You're bland, Harry...
","The second in the Harry Potter franchise, 'Harry Potter and the Chamber of Secrets' was clearly intended for small children. While this approach did work with 'The Philosopher's Stone' as the happy, Disney -esque atmosphere reflected Harry's idealism of a wizarding world that was perfect, a slightly moody and mature tone would have been far more suitable for CoS since this is when our Boy Who Lived starts to realise the darker side of being a wizard and being a hero. In this film, twelve-year-old Harry is now in his Second Year at Hogwarts when the school is subjected to mysterious attacks that leave Muggleborn students incapacitated. Harry, Ron and Hermione quickly learn a creature is stalking the school, a monster that lives in a secret chamber and was once responsible for the death of a child.",/review/rw1331369/?ref_=tt_urv
38,18 September 2005,movieman_kev,8," better than the first
","It's Harry's second year at Hogwarts School of Witchcraft and Wizardry despite the pleadings of an imp named Dobby, whom ends up making Harry's foster family hate him more (if such a thing is possible). He has to traverse the Chamber of Secrets to find out who's writing mysterious messages on the school hallways and why people have been petrified. It's up to Harry who has the ability to speak and understand snake talk to save the day. This sequel to an enjoyable little film is better because it can do away with the exposition that the first had to show, and concentrate more on the story, which is deeper and a tad darker than before. I even enjoyed Hermione more in this film, but as is true with the ying and yang, so is true with a hatred of a character in the film, and it's been transfered from Hermione to the awful character of Moaning Myrtle, yea I know she plays an integral part in the plot line of the film, but I still couldn't help but detest her. I think it was her speech patterns that grated on my nerves. That petty nuisance aside, I found this film to be simply captivating from beginning to end.",/review/rw1174975/?ref_=tt_urv
39,1 December 2002,EVANOC,7," Character palette and story drives me to read the books
","A lot has been made about the pubescence of the three leads in this new Harry Potter installment and it is a bit disconcerting when Harry (Daniel Radcliffe) and Ron Weasley (Rupert Grint) speak their first lines in those awkward cracks of pre-adolescence.  However, their growing up, along with the physical blossoming of their friend Hermione (the perky and smart actress Emma Watson) seem mark a general growing up of the whole Harry Potter series.  This one is more for grown-ups:  the first one hooked the kid demographic and no doubt they will still be enraptured by ""Chamber of Secrets.""  This is the film, however, that hopes to attract a whole new audience in the parents of those kids.  It is darker and has more layers. The explanations about wizardry are less cursory and the acting seems stronger.",/review/rw0832783/?ref_=tt_urv
40,19 November 2002,thinkinfairytales,10," Stop knocking this masterpiece
","Harry Potter and the Chamber of Secrets is superb, and don't listen to those narrow-minded critics who claim otherwise. Those who said it is superior to the first film are right: Philosopher's Stone was wonderful but the sequel does for Harry Potter what the Empire Strikes Back did for Star Wars - elevate it to a higher level where it will be regarded as a masterpiece in it's own right.",/review/rw0832627/?ref_=tt_urv
41,1 December 2005,Lady_Targaryen,7," The Chamber of Secrets has opened...
","The worst of all the Harry Potter movies. This is my opinion about ''Harry Potter and the Chamber of Secrets''. This is the movie of the second book, which is also the weaker of all books written by J.K. Rowlling. I hated some things in the movie that became awful but in the book are exciting:Dolby and the Basilisk for example, are too digital. I like special effects a lot, but they need to be convincing. I mean, in a movie like Shrek,no problem about the reality thing, but in a movie with real people, the Basilisk and Dolby should have other consistence.A sad thing to comment is that Richard Harris, a great actor and also the best Dumbledore, died.",/review/rw1228943/?ref_=tt_urv
42,19 July 2023,Neill4797,8," A Sequel That Improves Upon It's Predecessor
","Chamber of Secrets surpasses its predecessor, Harry Potter and the Philosopher's Stone, in almost every aspect. From acting to special effects and narrative, the film is more confident and well-made.",/review/rw9201001/?ref_=tt_urv
43,17 April 2020,scottlang-30253,10," Feels like it was made by drunk children!
","This beast of a film felt like it's writers and directors were drunk children and I love that!!!! The film's childish makers made this film truly magical and a spectacular sight to behold with unlimited creativity, this film has no limits, the characters feel invincible and gives the viewer a great special feeling of being invincible if they were on the sexy island known as Great Britain.",/review/rw5647936/?ref_=tt_urv
44,4 December 2005,MovieAddict2016,3," Harry Potter and the Dumbest of Sequels
","""Harry Potter and the Chamber of Secrets"" is an ultra-long, boring mess of a movie. Of course, like all movies of its kind, it has a huge cult following. Living in the UK, it's even more popular than in the States, where I first experienced its major influence. The books by J.K. Rowling made ""children read again."" So the next logical course of action is inevitably to make a huge-budget movie adaptation and therefore eliminate all advancements made in literature. What's that? Kids are starting to read again? Then why don't we make a two-and-a-half-hour-long movie, in seven parts, that will negate this and cause them to start watching TV again?",/review/rw1230484/?ref_=tt_urv
45,28 November 2002,Spleen,," Obviously not a great fantasy film, but surprisingly, a good one
","This is undeniably a better film than the last one, which is odd, since it's also undeniable that the second book is the weakest in the series. But perhaps it's not so odd. The first book, after all, is at its best in the opening chapters, in which we, more or less along with Harry, discover that there's a whole world of wizards and witches, that Harry is both talented in magic and an inadvertant celebrity, etc. It was these opening chapters that Coloumbus most thoroughly muffed when he made the screen version. In the first book, nothing that happens at Hogwarts can live up to the promise of the opening; in the first film, the arrival at Hogwarts is a relief after all the dutiful but tedious exposition.",/review/rw0832735/?ref_=tt_urv
46,16 July 2003,jennifer_litchfield,7," Star rating: 4 out of 5
","Harry Potter and the Chamber of Secrets is much darker and more insidious in nature than 2001's Harry Potter and the Philosopher's Stone.  This is not meant as a criticism; indeed, it is partly due to the undercurrent of menace, that this second filmic journey into the wizarding world surpasses its predecessor in terms of quality, enjoyment and heart-in-your-mouth scares.  While it is funny and light-hearted in places, it doesn't gloss over the unpleasant aspects of life, and deals with racism in particular.",/review/rw0832991/?ref_=tt_urv
47,6 March 2016,Michael_Elliott,," The Second Film is a Bit Darker But Just As Fun
",Harry Potter and the Chamber of Secrets (2002) ,/review/rw3427417/?ref_=tt_urv
48,11 October 2017,mark.waltz,7," Always something evil sprouting up at Hogwart's.
","Even a piece of children's fiction like the ""Harry Potter"" series can stir up controversy over the themes it deals with. Stories of witches and magic and supernatural powers and beings have cluttered literature since the days of Greek mythology, and people simply looked at it either as the remains of an ancient culture, a piece of art from a creative mind or a reminder of the many worlds out there which we know nothing about. In reading claims that the ""Harry Potter"" books and films open up the minds of children to magic, black or white and is a Pied Piper journey towards evil, I had to remind myself that as far as I can see, it's only a piece of fiction, that children have wild imaginations, and that as long as they are made aware that it is indeed, pure fiction, no evil can come from reading books or watching the films. If there are hidden messages there, they are way hidden beneath the theme that evil is always destroyed by good, that monsters of all sorts are conquered, and that children can be influenced to help others in times of crisis, something everybody in life needs to be prepared for.",/review/rw3828805/?ref_=tt_urv
49,2 May 2011,gavin6942,7," And the Series Continues...
","Harry (Daniel Radcliffe) ignores warnings not to return to Hogwarts, only to find the school plagued by a series of mysterious attacks and a strange voice haunting him.",/review/rw2423412/?ref_=tt_urv
50,10 April 2004,dbborroughs,8," Better than the First
",Able to do away with with character introductions the second Harry Potter film can move straight on with action.,/review/rw0833043/?ref_=tt_urv
51,8 September 2017,Uriah43,7," A Bit Darker but No Less Entertaining Than Its Predecessor
","This film essentially begins where its predecessor ""Harry Potter and the Sorcerer's Stone"" left off with ""Harry Potter"" (Daniel Radcliffe) leaving the Hogwarts School of Witchcraft and Wizardry for the summer. Naturally, since his only living relatives weren't very nice to him previously he dreads the thought of spending staying with them. Sure enough, they waste little time in making his life miserable and doing everything they can to prevent him from conversing with his friends or going back to Hogwarts. Then one day he gets a visit from a goblin named ""Dobby"" (voice supplied by Toby Jones) who also does everything he can to prevent him from going back as well-and the reason is more sinister than either of them realize. Now rather than reveal any more I will just say that I thought this sequel was just as good as the movie before it due in large part to the darker and more intriguing plot. However, like the first film, it does run a bit long (161 minutes) so that might be one consideration for those wishing to watch it. Even so, it was still quite enjoyable and I have rated it accordingly. Above average.",/review/rw3800879/?ref_=tt_urv
52,30 November 2004,Boba_Fett1138,8," An improvement over the first.
","While the first Harry Potter was just entertaining, the second one luckily provides more than just that.",/review/rw0970416/?ref_=tt_urv
53,18 July 2011,neil-476,," A good first sequel
",Harry Potter's second year at Hogwarts consolidates the successes of the first.,/review/rw2460777/?ref_=tt_urv
54,29 November 2002,mm-39,9," Better than the first!
","I was very surprised that this was better than the first.  Usually sequels are pretty bad, but this was entertaining.  It was different enough from the first one and fits well in the series.  This film leaves room for a part III.  I really like the owls as the postman.  The beginning is funny with his mean uncle and the cake.  This movie can be enjoyed by the whole family. Some parts might scare younger ones.  The film kept one guessing as to what would happen next.  Take the family to this one. 9/10",/review/rw0832736/?ref_=tt_urv
55,30 December 2015,anaconda-40658,8," The Chamber of Surprises.
","Harry Potter and the Chamber of Secrets (2002): Dir: Chris Columbus / Cast: Daniel Radcliffe, Emma Watson, Rupert Grint, Kenneth Branaugh, Richard Harris: Every bit as enchanting and visually breathtaking as The Sorcerer's Stone. Filled with spectacular detail of massive serpents, gigantic spiders, humungous trees, a flying car, and a bright orange bird of great significance. The Chamber of Secrets is somewhat a reference to Harry who inhabits an ability to understand a language spoken by snakes. Tragedy strikes when bodies are found frozen in shock. Witchcraft is not for children, but Harry conquers a massive foe using practical means. Solid plotting filled with wonder and surprise with director Chris Columbus returning to deliver greater magic. Daniel Radcliffe returns as Harry whom must face this disturbing new ability plus face a greater monster. Rupert Grint and Emma Watson return as Ron and Hermione whom assist Harry in his quests. Kenneth Branaugh is a splendid new addition as a flamboyant teacher who presents magic from a situational standpoint but by and large he provides comic relief and a cowardly disposition. Richard Harris returns for the final time as Dumbledore, who is the most power wizard and heads the school. While better than the first film, it is still pointless fun but discernment advised before children view its secrets. Score: 8 / 10",/review/rw3384351/?ref_=tt_urv
56,14 February 2022,gbill-74877,8," Entertaining
","So I guess the four Hogwarts houses are Gryffindor (the brave), Ravenclaw (the wise), Hufflepuff (the kind), and Slytherin (the Nazis)? While a bit over the top, it was a nice touch to add the elements of an aristocracy seeking racial purity in the second installment, for what could be more evil than that, and Jason Isaacs (Lucius Malfoy) and Tom Felton (Draco) were perfectly cast. I also liked seeing the beginnings of the mysterious link between Harry Potter and Lord Voldemort, and the story here is a good one. There are several aspects in Rowling's book that seem pulled from a variety of sources, but she combined it all in an entertaining way, and this is a fun watch.",/review/rw7866416/?ref_=tt_urv
